Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Complexity Average,Owned Users,baverage,numgeeklists,numwanting,numcomments,siteviews,numplays,numplays_month,boardgamecategory_cnt,boardgamemechanic_cnt,boardgamefamily_cnt,Domains_Abstract Games,Domains_Children's Games,Domains_Customizable Games,Domains_Family Games,Domains_Party Games,Domains_Strategy Games,Domains_Thematic Games,Domains_Unknown,Domains_Wargames,target
Xenofera,2017,2,5,75,14,56.0,2.5,166,5.54904,25.0,4.0,28.0,10751.0,82.0,0.0,2.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.44
Professor Pnschge,2008,2,7,30,12,136.0,2.36,227,5.54827,39.0,6.0,37.0,11397.0,188.0,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.14
Monstertorte,1996,2,4,15,5,105.0,1.0,268,5.54956,54.0,9.0,43.0,15067.0,466.0,0.0,2.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.31
Oosterbeek Perimeter,2006,2,2,300,12,34.0,3.25,137,5.54895,22.0,7.0,24.0,16389.0,22.0,0.0,2.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.34
Mini Park,2017,2,5,25,8,177.0,2.0,295,5.54985,121.0,27.0,47.0,24666.0,474.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.01
Office 21,2013,2,5,10,8,153.0,1.45,225,5.54976,70.0,1.0,36.0,15151.0,546.0,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.08
Ghost Adventure,2020,1,4,30,8,39.0,1.0,111,5.56901,9.0,10.0,15.0,9093.0,512.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.56
Rory's Story Cubes: Medieval,2016,1,99,10,6,70.0,0.0,308,5.54591,8.0,9.0,23.0,6836.0,115.0,0.0,2.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.88
Pile-Up Rush,2017,2,4,20,7,98.0,1.0,70,5.54854,23.0,9.0,21.0,8585.0,324.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.49
Reconquista,2014,1,1,60,12,50.0,2.5,136,5.55566,55.0,33.0,44.0,36612.0,92.0,0.0,3.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.3
Family Fluxx,2005,2,6,30,6,727.0,1.23,1604,5.55214,187.0,15.0,210.0,33228.0,2940.0,0.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.69
Warfare in the Age of Reason,1998,2,7,180,12,47.0,3.33,131,5.54732,18.0,1.0,21.0,19798.0,30.0,0.0,6.0,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.59
Pokmon Trading Card Game Battle Academy,2020,2,2,30,6,53.0,2.33,235,5.57309,7.0,3.0,20.0,5532.0,884.0,1.0,5.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.49
Djima,2018,2,6,60,12,53.0,2.0,73,5.55218,14.0,2.0,12.0,13475.0,100.0,0.0,4.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.35
Fox & Chicken,2013,7,41,20,8,69.0,1.67,282,5.54885,53.0,0.0,42.0,25933.0,153.0,0.0,4.0,5.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.69
Pasaraya: Supermarket Manager,2018,1,4,90,14,66.0,2.5,85,5.55147,25.0,18.0,30.0,10800.0,231.0,0.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.23
Das Kleine Gespenst,2005,2,4,15,5,162.0,1.2,385,5.54993,77.0,8.0,65.0,31112.0,558.0,0.0,3.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.05
Great War at Sea: U.S. Navy Plan Black,1999,2,4,120,12,76.0,2.4,340,5.5514,31.0,5.0,51.0,22349.0,25.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.72
"Congo Merc: The Congo, 1964",2012,1,1,30,12,111.0,1.85,327,5.5505,56.0,11.0,59.0,31512.0,177.0,0.0,1.0,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.25
Conquest of Speros,2015,2,4,30,10,201.0,2.13,816,5.54514,233.0,6.0,85.0,46277.0,372.0,0.0,2.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.95
Constructo,2014,2,2,15,8,64.0,1.4,87,5.54897,30.0,5.0,21.0,14934.0,180.0,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.94
Napoleon at the Berezina,2003,1,2,300,12,67.0,3.18,359,5.54679,35.0,13.0,50.0,27162.0,25.0,0.0,2.0,1.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75
Uncle Chestnut's Table Gype,2010,2,4,30,8,126.0,2.0,151,5.54718,127.0,11.0,50.0,38397.0,732.0,1.0,2.0,2.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.29
Battlefront: WWII,2002,2,8,180,12,48.0,3.63,104,5.54859,17.0,3.0,22.0,25362.0,96.0,0.0,4.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.36
PARKS Memories: Mountaineer,2020,2,8,30,6,74.0,1.0,603,5.5626,11.0,12.0,39.0,10410.0,282.0,0.0,2.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.68
Expedition Luxor,2018,2,4,45,8,147.0,2.0,597,5.5498,102.0,3.0,63.0,25943.0,247.0,0.0,2.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.12
Phase 10 Twist,2007,2,6,30,8,183.0,1.22,559,5.54629,93.0,2.0,55.0,30366.0,272.0,0.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.07
China: The Middle Kingdom,2008,0,4,0,12,71.0,3.0,198,5.54768,55.0,19.0,38.0,42196.0,58.0,0.0,4.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.81
China: The Middle Kingdom,2008,0,4,0,12,71.0,3.0,198,5.54768,55.0,19.0,38.0,42196.0,58.0,0.0,4.0,1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81
Jedzie poci?g z daleka,2017,1,4,45,6,107.0,1.33,151,5.55041,8.0,1.0,15.0,7236.0,371.0,0.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.31
Diceland: Ogre,2003,2,2,10,10,96.0,2.17,302,5.54888,37.0,3.0,52.0,18918.0,63.0,0.0,5.0,4.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46
The Lord of the Rings: The Two Towers,2002,2,0,120,12,46.0,0.0,159,5.55071,31.0,11.0,13.0,18891.0,34.0,0.0,6.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.19
Cake Duel,2018,2,2,15,8,81.0,1.2,125,5.55169,30.0,12.0,39.0,18595.0,638.0,0.0,3.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88
Det drlige selskab,2014,3,16,30,16,98.0,1.5,185,5.54829,10.0,0.0,17.0,4859.0,305.0,0.0,4.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.41
Adlung Land,2010,2,4,45,10,210.0,1.79,473,5.5477,187.0,11.0,83.0,37600.0,269.0,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.91
Adlung Land,2010,2,4,45,10,210.0,1.79,473,5.5477,187.0,11.0,83.0,37600.0,269.0,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.91
Southern Pacific,2018,3,5,90,0,52.0,3.0,140,5.55458,30.0,27.0,21.0,7336.0,113.0,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.91
Devil May Cry: The Bloody Palace,2020,1,4,90,14,62.0,2.5,195,5.57119,11.0,10.0,41.0,32495.0,113.0,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.18
Human Punishment: The Beginning,2021,3,6,180,14,39.0,2.92,57,5.54493,9.0,12.0,62.0,39859.0,13.0,0.0,4.0,12.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.24
Super Goal!,2017,2,2,15,6,99.0,1.25,181,5.54689,16.0,1.0,12.0,8736.0,210.0,0.0,3.0,3.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.47
"Demyansk Shield: the Frozen Fortress, February-May 1942",2017,2,2,240,16,53.0,3.17,229,5.55214,24.0,14.0,31.0,31288.0,32.0,0.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.51
Strike Them a Blow: 1864 North Anna River,2006,2,4,600,12,48.0,3.3,393,5.54692,61.0,14.0,34.0,32459.0,16.0,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.5
Squirrel Rush,2016,2,6,30,6,105.0,1.75,178,5.54848,51.0,7.0,22.0,13904.0,193.0,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.36
Black Hat,2015,2,6,45,10,190.0,2.4,302,5.54761,145.0,11.0,64.0,39549.0,492.0,0.0,2.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.1
Tribes,1998,4,8,240,0,87.0,2.08,227,5.54933,90.0,11.0,50.0,39150.0,55.0,0.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.49
Chef Alfredo,2015,2,4,15,5,155.0,1.0,343,5.55061,45.0,7.0,56.0,21572.0,349.0,0.0,2.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.04
Karo,2005,2,2,20,8,83.0,2.0,169,5.54993,23.0,8.0,36.0,21622.0,236.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.55
Moons,2017,3,6,20,8,270.0,1.5,655,5.54857,187.0,15.0,79.0,70591.0,537.0,0.0,3.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.9
Drive on Kursk:  July 1943,2008,2,2,0,0,64.0,2.75,301,5.54804,36.0,13.0,42.0,36508.0,50.0,0.0,2.0,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.93
"Inferno sugli Altipiani, 1916",2017,2,2,240,12,43.0,3.25,168,5.55143,8.0,10.0,22.0,11429.0,15.0,0.0,2.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.81
Baldrick's Tomb,2012,1,4,30,8,124.0,1.55,328,5.54807,143.0,1.0,58.0,43570.0,179.0,0.0,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.24
Bonbons,2011,2,6,20,7,189.0,1.14,338,5.54697,59.0,3.0,61.0,24688.0,725.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.02
Le Vol de l'Aigle,2005,3,10,600,12,43.0,2.92,173,5.54889,40.0,16.0,23.0,33986.0,31.0,0.0,2.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.62
"7 Symbols, and 7 Nations",2015,3,4,20,8,47.0,2.2,37,5.54826,56.0,18.0,14.0,12468.0,111.0,0.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.15
Jasper and Zot,2011,1,1,30,7,173.0,1.56,300,5.54739,144.0,2.0,117.0,72092.0,452.0,0.0,5.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.1
Cultistorm,2019,2,5,120,13,79.0,2.78,164,5.54804,31.0,10.0,46.0,36615.0,96.0,0.0,3.0,7.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13
Darkest December: Battle of the Bulge 1944,2004,2,2,180,12,50.0,3.78,137,5.54824,40.0,8.0,37.0,33940.0,56.0,0.0,2.0,3.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.48
The First Jihad: The Rise of Islam 632-750,2020,1,1,120,10,38.0,3.63,86,5.54507,30.0,44.0,31.0,41247.0,38.0,0.0,4.0,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.89
Polite Society: The Jane Austen Board Game,2018,2,5,30,8,82.0,1.5,190,5.54996,16.0,5.0,28.0,10499.0,211.0,0.0,1.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.76
Creepy Falls,2018,2,5,90,12,94.0,2.86,146,5.54966,32.0,1.0,14.0,15174.0,114.0,1.0,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.61
"Clash of Titans: The Tank Battle for Kursk, 1943",1998,1,2,180,0,54.0,2.88,204,5.54878,30.0,11.0,40.0,31260.0,9.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.99
Pressure Cooker,2014,2,4,45,8,138.0,1.88,341,5.54999,143.0,4.0,48.0,30770.0,257.0,0.0,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.16
The Last Days of the Grande Armee: The Four Days of Waterloo,1998,2,2,180,0,91.0,3.07,330,5.5436,55.0,6.0,62.0,34916.0,27.0,0.0,2.0,4.0,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.56
Dinosaur Table Battles,2020,2,2,45,0,41.0,2.0,195,5.55741,13.0,29.0,21.0,9973.0,144.0,0.0,3.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.49
Age of Craft,2014,2,4,40,10,66.0,2.0,98,5.5499,57.0,6.0,16.0,16633.0,161.0,0.0,3.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.68
Age of Craft,2014,2,4,40,10,66.0,2.0,98,5.5499,57.0,6.0,16.0,16633.0,161.0,0.0,3.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.68
Ready to Rock!,2012,3,9,20,9,127.0,1.86,263,5.54842,53.0,2.0,36.0,12897.0,117.0,0.0,5.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.28
Spy Web,1997,2,2,30,8,146.0,1.58,387,5.55103,131.0,1.0,71.0,35661.0,398.0,0.0,3.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.11
DREIst!,2016,1,4,20,8,130.0,1.67,246,5.55141,24.0,5.0,21.0,9181.0,788.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.16
