Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Complexity Average,Owned Users,baverage,numgeeklists,numwanting,numcomments,siteviews,numplays,numplays_month,boardgamecategory_cnt,boardgamemechanic_cnt,boardgamefamily_cnt,Domains_Abstract Games,Domains_Children's Games,Domains_Customizable Games,Domains_Family Games,Domains_Party Games,Domains_Strategy Games,Domains_Thematic Games,Domains_Unknown,Domains_Wargames,target
Happy Birthday!,2014,3,8,20,5,120.0,1.1,227,5.52685,106.0,4.0,40.0,21465.0,449.0,0.0,3.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99
Botanists,2019,2,4,60,10,72.0,2.0,119,5.52839,49.0,8.0,27.0,29066.0,144.0,0.0,1.0,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.24
Stratego Conquest,2015,2,4,60,8,66.0,2.0,280,5.52791,39.0,9.0,30.0,29818.0,67.0,0.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.32
Catlantis,2019,2,4,15,8,94.0,1.0,143,5.52135,24.0,4.0,35.0,13047.0,256.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.23
Target: Iran,2014,1,1,0,0,35.0,2.5,220,5.53013,15.0,10.0,38.0,20702.0,33.0,0.0,2.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.79
SchuhBidu,2011,2,4,10,4,128.0,1.0,210,5.53174,7.0,1.0,27.0,6425.0,1242.0,0.0,2.0,2.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.93
Bounce-Off,2013,2,4,15,7,509.0,1.42,1229,5.52934,57.0,1.0,123.0,59419.0,1388.0,1.0,2.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Honeymoon,2020,2,6,5,8,38.0,1.0,124,5.54111,3.0,4.0,13.0,4755.0,257.0,0.0,2.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.7
My Kind of Town,2010,2,2,15,6,69.0,1.67,171,5.5279,83.0,6.0,32.0,14326.0,149.0,0.0,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.23
UNDO: Treasure Fever,2019,2,6,90,10,48.0,1.0,203,5.53048,9.0,8.0,9.0,4291.0,96.0,0.0,4.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.63
Bermuda Pirates,2019,2,4,30,7,57.0,1.0,116,5.52985,26.0,8.0,23.0,15678.0,186.0,0.0,4.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.38
Stalag 17,2011,2,5,30,10,209.0,1.38,268,5.52686,194.0,22.0,70.0,67715.0,465.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.87
MAMEY,2018,2,4,40,10,40.0,1.5,46,5.52942,4.0,2.0,3.0,4375.0,91.0,0.0,2.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.64
Astoria,2006,2,6,40,10,115.0,2.83,311,5.5262,83.0,15.0,62.0,30762.0,162.0,0.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.94
7 & 7,2016,2,5,20,13,57.0,1.67,109,5.52821,31.0,0.0,25.0,9751.0,72.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.46
Actionworks,2013,2,6,30,8,40.0,1.67,68,5.52818,31.0,7.0,17.0,9293.0,132.0,0.0,2.0,2.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.91
Guild,2011,2,4,90,12,32.0,3.0,46,5.5291,49.0,16.0,15.0,9945.0,54.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.9
Red HINT,2017,4,10,60,15,39.0,1.0,115,5.53059,2.0,0.0,8.0,3670.0,73.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.77
Killing Code: Venice Vendetta,2017,2,6,75,10,38.0,2.25,50,5.52817,17.0,5.0,8.0,10466.0,36.0,0.0,3.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.94
Red Tide West: The Cold War & World War III in Europe,2014,1,2,0,0,47.0,3.5,226,5.53312,10.0,8.0,57.0,39863.0,14.0,0.0,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.63
Element,2008,2,2,30,9,46.0,2.0,103,5.52812,39.0,5.0,24.0,20871.0,115.0,0.0,1.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69
On the Rocks,2021,1,4,90,14,38.0,2.0,16,5.56289,27.0,24.0,41.0,21156.0,165.0,2.0,1.0,5.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.82
Halali,1997,2,5,45,14,101.0,1.2,168,5.5293,27.0,11.0,23.0,18930.0,366.0,0.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.16
Marvin Marvel's Marvelous Marble Machine,2005,2,6,60,12,61.0,1.8,99,5.5278,45.0,12.0,41.0,23669.0,96.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.27
Wo ist bitte Umtata?,2015,2,5,25,12,71.0,0.0,148,5.52677,4.0,0.0,10.0,5003.0,250.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.35
Monsoon Market,2014,2,4,20,12,62.0,2.0,155,5.52808,35.0,9.0,30.0,11192.0,143.0,0.0,4.0,4.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.2
Tranquility Base,2006,1,4,90,10,41.0,2.0,170,5.52834,34.0,12.0,37.0,27963.0,66.0,0.0,4.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.05
Gonnect,2000,2,2,0,10,35.0,3.86,42,5.52806,40.0,3.0,24.0,11961.0,28.0,0.0,1.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.95
Fire,1996,2,5,20,6,77.0,1.13,144,5.52685,215.0,72.0,59.0,37730.0,195.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.1
Sandwich Masters,2016,2,4,30,8,56.0,1.75,106,5.5271,14.0,0.0,22.0,8391.0,121.0,0.0,2.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.65
Ripple Rush,2020,1,5,15,14,64.0,1.5,154,5.52795,16.0,5.0,24.0,10118.0,596.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.33
Top Banana,1999,2,4,30,8,79.0,1.5,115,5.52654,32.0,4.0,24.0,14281.0,155.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.16
Cults Across America,1998,2,6,180,12,389.0,2.4,753,5.52458,228.0,25.0,127.0,63524.0,141.0,0.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.68
Star Blazers Fleet Battle System,1997,2,6,180,12,37.0,3.71,94,5.52957,37.0,14.0,20.0,27312.0,3.0,0.0,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.04
Diceland: Cyburg,2005,2,3,20,10,31.0,2.33,142,5.52611,14.0,3.0,18.0,11471.0,21.0,0.0,5.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.93
Mia London and the Case of the 625 Scoundrels,2020,2,4,15,5,43.0,1.0,84,5.53656,6.0,5.0,11.0,9412.0,358.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.58
Vietnam Battles: Snoopy's Nose & Iron Triangle,2013,1,3,120,0,32.0,2.78,208,5.52799,19.0,5.0,42.0,15713.0,14.0,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.11
Dreamwars,2017,1,8,300,14,80.0,3.0,282,5.52768,66.0,10.0,42.0,32328.0,92.0,0.0,5.0,5.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23
The Great Chili Cookoff,2006,2,7,30,8,182.0,1.51,225,5.52805,158.0,6.0,74.0,23264.0,485.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.83
Sports Dice: Football,2018,2,4,20,7,34.0,0.0,105,5.52699,11.0,4.0,9.0,8566.0,196.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.95
Sounds Like a Plan,2010,4,8,30,10,89.0,1.0,208,5.52884,66.0,6.0,35.0,17591.0,182.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.04
Electronic Taboo,2001,4,0,0,0,46.0,1.0,161,5.52794,33.0,3.0,14.0,15029.0,38.0,0.0,3.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.61
Wiener Walzer,2016,2,5,45,8,56.0,2.0,89,5.53303,24.0,9.0,21.0,11176.0,104.0,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.35
Who Stole Ed's Pants?,2001,3,4,60,10,287.0,1.53,540,5.52942,164.0,10.0,128.0,26646.0,148.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.68
Aether Captains: Clockwork Cabal,2011,1,1,20,10,77.0,1.7,172,5.52761,94.0,2.0,62.0,42740.0,268.0,0.0,4.0,5.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.24
Renaissance Wars,2015,2,4,90,12,116.0,2.91,251,5.52957,90.0,5.0,70.0,37505.0,139.0,0.0,2.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.43
Imperial Harvest,2015,2,0,20,8,64.0,2.2,214,5.52791,87.0,6.0,40.0,26083.0,113.0,0.0,3.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.54
Tabletop Pathologic,2016,2,4,80,16,88.0,3.25,125,5.52103,9.0,9.0,22.0,20474.0,114.0,0.0,3.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.61
Zombie Town,2011,3,6,40,13,88.0,1.0,222,5.52756,24.0,5.0,14.0,23781.0,99.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.1
Warlords of Erehwon Rulebook,2019,2,2,0,0,30.0,3.0,77,5.53051,29.0,3.0,12.0,12016.0,42.0,0.0,4.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
Danmaku!!,2016,4,8,60,0,45.0,2.5,71,5.52914,6.0,3.0,17.0,16808.0,53.0,0.0,8.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.26
3 Secrets: Crime Time,2019,2,8,15,14,41.0,1.0,140,5.52434,8.0,5.0,18.0,8353.0,201.0,0.0,2.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
Southern Rails,2015,3,5,60,14,56.0,2.5,195,5.53274,74.0,23.0,37.0,18154.0,161.0,0.0,3.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.3
Pirates & Plunder,2004,2,5,60,8,40.0,2.0,99,5.52754,62.0,6.0,45.0,75517.0,92.0,0.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.77
"Sheep, Dogs and Wolves",2012,2,2,10,4,37.0,1.0,62,5.52754,33.0,3.0,15.0,10664.0,67.0,0.0,3.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.94
Lightning: Poland,2008,2,2,30,0,81.0,1.75,283,5.52996,77.0,6.0,45.0,22592.0,74.0,0.0,3.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.13
Nisyros,2016,2,4,60,12,53.0,2.33,97,5.52877,10.0,1.0,22.0,9832.0,127.0,0.0,2.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.76
Greater East Asia War,2009,1,2,360,12,44.0,2.78,266,5.53123,11.0,7.0,41.0,25885.0,15.0,0.0,2.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.8
The Perfect Moment,2019,1,2,30,8,92.0,2.33,544,5.52179,52.0,6.0,60.0,17153.0,334.0,0.0,4.0,4.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.25
Ticket to Mars,2017,2,5,20,8,106.0,1.0,209,5.52779,29.0,5.0,25.0,19194.0,240.0,0.0,1.0,2.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.04
Primate Fear,2013,2,6,45,0,126.0,1.0,223,5.5272,31.0,2.0,22.0,14732.0,153.0,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.99
Mindburners,2020,1,4,60,13,33.0,1.25,100,5.52936,1.0,6.0,21.0,5470.0,45.0,0.0,1.0,4.0,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.27
Marvel Heroclix: Infinity Challenge - Premiere Edition,2002,2,5,60,8,51.0,2.0,147,5.52937,27.0,0.0,15.0,5679.0,45.0,0.0,3.0,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.5
Buttons,2015,2,4,30,8,283.0,1.18,125,5.53496,63.0,11.0,65.0,18736.0,3057.0,1.0,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.69
A Night in Deepwail Manor,2013,1,2,15,10,43.0,1.33,98,5.52808,54.0,4.0,40.0,21755.0,260.0,0.0,4.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.72
Elven Castle,2013,2,4,30,8,34.0,1.0,37,5.52783,20.0,13.0,2.0,5886.0,144.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.03
Sake & Samurai,2011,3,8,45,13,181.0,2.23,305,5.52866,237.0,12.0,48.0,61126.0,177.0,0.0,5.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.98
Clutch Baseball,2017,2,2,60,13,57.0,3.0,77,5.52645,3.0,12.0,26.0,13327.0,47.0,0.0,2.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.44
On a Scale of One to T-Rex,2019,2,8,15,7,117.0,1.0,550,5.53158,22.0,7.0,41.0,21128.0,412.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.13
Army Ants,2008,2,2,20,0,53.0,1.73,79,5.52772,52.0,1.0,37.0,37181.0,108.0,0.0,2.0,0.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.44
Paiko,2012,2,2,35,8,30.0,2.33,65,5.52976,32.0,6.0,22.0,26981.0,77.0,0.0,2.0,3.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.02
The Current Number of the Beast,2012,2,6,60,13,141.0,1.25,344,5.52714,54.0,5.0,47.0,18055.0,377.0,0.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.08
Grund,2019,2,4,60,8,45.0,2.5,58,5.53761,12.0,1.0,11.0,8983.0,51.0,0.0,1.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.46
Lex in Lemniscate,2016,2,8,20,14,44.0,3.75,40,5.52861,19.0,3.0,12.0,8116.0,65.0,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.72
Toire o Yogoshita nowa Dareda?,2016,5,8,30,13,44.0,1.5,94,5.52768,73.0,9.0,21.0,13938.0,117.0,0.0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.51
LANTERN,2019,1,1,20,7,55.0,1.33,106,5.53531,17.0,0.0,36.0,11351.0,246.0,0.0,4.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.99
Omert: Clan ohne Plan,2013,4,9,20,12,33.0,1.25,47,5.52767,6.0,0.0,2.0,3672.0,122.0,0.0,4.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.12
Cats,2018,2,5,30,10,56.0,1.5,121,5.52777,4.0,1.0,13.0,6396.0,109.0,0.0,2.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.3
UNO Flash,2007,3,6,10,7,123.0,1.0,268,5.52798,20.0,0.0,38.0,21903.0,310.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.98
Pixel Lincoln: The Deckbuilding Game,2013,1,4,45,10,286.0,1.79,598,5.52479,442.0,9.0,81.0,60891.0,441.0,0.0,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.76
Auf der Walz,2019,2,4,150,10,54.0,2.63,152,5.5319,32.0,26.0,29.0,24992.0,117.0,0.0,2.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.26
Rory's Story Cubes: Strange,2017,1,12,20,6,42.0,0.0,203,5.53041,7.0,7.0,19.0,3435.0,64.0,0.0,1.0,3.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.78
Anansi and the Box of Stories,2017,3,8,40,0,68.0,2.0,273,5.52793,64.0,4.0,36.0,17466.0,130.0,0.0,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.29
Flashlights & Fireflies,2015,2,5,20,6,119.0,1.0,338,5.52812,69.0,3.0,50.0,21440.0,431.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.94
Katoiz,2004,1,4,5,9,43.0,2.5,87,5.52761,13.0,3.0,14.0,8224.0,123.0,0.0,3.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64
Curators,2021,1,4,75,14,40.0,2.33,22,5.54085,25.0,15.0,39.0,17475.0,150.0,0.0,3.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.18
Monster's Coffee,2020,2,5,15,8,35.0,1.5,64,5.53035,7.0,3.0,7.0,5602.0,145.0,0.0,0.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.82
Constantinople,2019,1,1,0,0,30.0,3.5,152,5.53066,16.0,15.0,34.0,15824.0,12.0,0.0,2.0,7.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.45
Battle of the Atlantic,2000,1,1,60,12,36.0,1.86,128,5.52629,37.0,25.0,25.0,37070.0,57.0,0.0,3.0,4.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.72
Arnhem '44: The Operation Market Garden Boardgame,2010,2,3,180,14,32.0,2.88,91,5.52757,45.0,10.0,27.0,28340.0,26.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.13
European Union: The Board Game,2015,3,7,90,12,34.0,2.6,88,5.52756,28.0,2.0,11.0,15295.0,39.0,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.92
Legends of the High Seas,2008,2,8,45,0,31.0,2.0,88,5.52975,7.0,2.0,10.0,17097.0,23.0,0.0,4.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.66
Postcard Dungeons,2018,1,6,60,10,75.0,1.5,501,5.52937,29.0,2.0,48.0,12759.0,147.0,0.0,2.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.4
Rocca Rails,2014,2,10,10,7,48.0,2.0,107,5.53125,6.0,27.0,17.0,11711.0,333.0,0.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.42
Bushido Breaker,2017,2,4,60,12,37.0,2.0,138,5.52928,9.0,2.0,25.0,6469.0,79.0,0.0,6.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.81
"Dwarves: Dig, Delve, Die",2017,2,6,30,13,67.0,2.0,202,5.52657,14.0,2.0,23.0,8115.0,192.0,0.0,3.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.31
Border War: Angola Raiders,2012,1,1,60,0,65.0,1.7,253,5.52783,53.0,8.0,38.0,27724.0,92.0,0.0,2.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.23
Vietnam Solitaire,2006,1,1,60,12,44.0,2.36,107,5.52752,33.0,7.0,28.0,38651.0,100.0,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.88
L'Arbre,2017,2,4,45,10,59.0,1.0,90,5.52688,24.0,4.0,15.0,12063.0,148.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.34
bezzerwizzer kompakt,2010,2,4,0,16,52.0,2.0,146,5.52719,16.0,0.0,11.0,5347.0,140.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.41
Go/Stop,2005,2,6,10,9,76.0,1.0,124,5.52873,37.0,2.0,26.0,15203.0,312.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.09
Mechanical Beast,2019,1,4,40,10,32.0,2.0,77,5.53681,35.0,9.0,44.0,37586.0,125.0,0.0,3.0,6.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.06
Rescue Animals,2019,2,5,15,8,55.0,0.0,161,5.52557,23.0,5.0,27.0,9219.0,199.0,0.0,4.0,2.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.31
Business,1998,2,6,45,8,79.0,2.0,120,5.52899,59.0,5.0,36.0,17709.0,49.0,0.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.09
Mauna Kea,2013,2,4,45,10,210.0,1.64,265,5.52836,131.0,4.0,64.0,33404.0,360.0,0.0,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.74
Insidious Sevens,2010,2,5,30,9,74.0,1.78,177,5.52979,56.0,2.0,26.0,14530.0,108.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.33
Card Goblins,2012,2,5,60,12,52.0,1.5,87,5.52651,17.0,1.0,7.0,11302.0,61.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.76
Cineplexity,2007,4,10,20,12,326.0,1.13,519,5.52856,316.0,4.0,156.0,38459.0,652.0,0.0,4.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Cold War Battles 2: Pentomic Wurzburg & Kabul '79,2010,1,2,240,12,45.0,3.33,254,5.52989,29.0,4.0,40.0,20948.0,25.0,0.0,2.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.69
Poker Assault,2016,2,4,25,10,67.0,2.0,287,5.52438,56.0,2.0,21.0,18638.0,270.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.27
Mech Command RTS,2018,2,6,80,14,44.0,2.33,131,5.52361,18.0,12.0,32.0,36759.0,57.0,0.0,4.0,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.08
TF22: RELOAD!,2013,2,4,30,14,36.0,2.25,50,5.52741,29.0,1.0,8.0,5521.0,57.0,0.0,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.84
Lancelot,2017,2,4,90,14,137.0,2.75,316,5.5313,84.0,6.0,40.0,53452.0,146.0,0.0,3.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.17
Crossword Pyramids,2004,2,4,35,8,51.0,2.13,119,5.5277,32.0,2.0,19.0,13144.0,93.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.4
Where's Mr. Wolf?,2018,1,4,10,4,60.0,1.0,162,5.53102,8.0,4.0,20.0,9471.0,445.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.37
Luftwaffe: Aerial Combat - Germany 1943-45,2007,2,2,240,12,54.0,2.91,247,5.52891,27.0,12.0,30.0,51168.0,18.0,0.0,3.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.6
2491 Planetship,2020,2,5,90,14,33.0,3.0,95,5.53364,27.0,27.0,17.0,27843.0,41.0,0.0,1.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.13
Burgle Bros 2: The Casino Capers,2021,1,4,70,10,31.0,2.5,315,5.86718,103.0,154.0,217.0,82951.0,1358.0,8.0,3.0,8.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.49
Plantopia: The Card Game,2020,2,5,30,10,46.0,2.0,145,5.59141,17.0,8.0,56.0,13421.0,372.0,0.0,4.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.85
Tie One On,2006,3,6,30,18,43.0,1.2,93,5.52734,26.0,2.0,20.0,14121.0,130.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.65
"Assault on Sevastopol: Von Manstein in the Crimea, 1942",2008,2,2,45,12,40.0,1.63,143,5.52733,24.0,5.0,29.0,18714.0,35.0,0.0,2.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.78
Rocketmen: Axis of Evil,2005,2,4,30,8,170.0,1.97,667,5.52738,128.0,18.0,102.0,62634.0,95.0,0.0,6.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.89
Dahschur: Die Rote Pyramide,2012,2,4,90,10,59.0,2.6,135,5.52949,77.0,8.0,27.0,18439.0,83.0,0.0,2.0,7.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.86
